Periodo,Grupo,Producto,Super,Precio
Ene25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",El Dorado,207.0
Ene25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",Red Expres,180.0
Ene25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",Red Market,150.0
Ene25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",San Roque,229.0
Ene25,Cuidado personal,"Talco Xanapie Aerosol, 175 ml.",Ta - Ta,210.0
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",El Clon,99.0
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",FarmaGlobal,112.17
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",Farmashop,108.0
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",Pigalle,84.0
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",Red Expres,105.0
Ene25,Cuidado personal,"Talco Xanapie Bolsa Repuesto, 180 grs.",Red Market,88.45
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Devoto,723.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Devoto Express,723.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Disco,723.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",El Dorado,709.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Farmashop,756.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Macro,771.13
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Micro Macro,817.39
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Red Expres,727.0
Ene25,Cuidado personal,"Tinta Excellence Tinta N.9, 1 unidad",Tienda Inglesa,737.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Devoto,299.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Devoto Express,250.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Disco,299.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",El Clon,249.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",El Dorado,303.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",FarmaGlobal,317.01
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Farmashop,317.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Macro,258.66
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Micro Macro,274.18
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Pigalle,238.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Red Expres,219.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Red Market,295.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",San Roque,317.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Ta - Ta,365.0
Ene25,Cuidado personal,"Tinta Garnier Nutrisse Intense N.8.0, 1 unidad",Tienda Inglesa,299.0
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",FarmaGlobal,148.11
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Farmashop,215.0
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Macro,181.82
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Pigalle,213.0
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Red Expres,120.0
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Ta - Ta,191.0
Ene25,Cuidado personal,"Tinta Issue Decolorante Semilla Lino 30 Grs., 1 unidad",Tienda Inglesa,231.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Devoto,136.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Devoto Express,140.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Disco,136.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",El Clon,145.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",El Dorado,137.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",FarmaGlobal,163.84
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Frog,150.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Macro,110.13
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Micro Macro,161.54
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Pigalle,145.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Red Expres,129.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Red Market,150.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Ta - Ta,141.0
Ene25,Cuidado personal,"Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.",Tienda Inglesa,136.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Devoto,156.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Devoto Express,161.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Disco,156.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",El Clon,179.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",El Dorado,147.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",FarmaGlobal,125.81
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Farmashop,142.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Macro,153.67
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Red Expres,137.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Red Market,147.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",San Roque,204.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Ta - Ta,175.0
Ene25,Cuidado personal,"Toallitas Femeninas Ladysoft Basica, 16 us.",Tienda Inglesa,178.0
Ene25,Frutas y verduras,"Banana Brasil,  1 kg.",Devoto,69.0
Ene25,Frutas y verduras,"Banana Brasil,  1 kg.",Devoto Express,71.0
Ene25,Frutas y verduras,"Banana Brasil,  1 kg.",Disco,69.0
Ene25,Frutas y verduras,"Banana Brasil,  1 kg.",Red Market,95.0
Ene25,Frutas y verduras,"Banana Ecuador,  1 kg.",Macro,114.9
Ene25,Frutas y verduras,"Banana Ecuador,  1 kg.",Micro Macro,114.9
Ene25,Frutas y verduras,"Banana Ecuador,  1 kg.",Red Market,95.0
Ene25,Frutas y verduras,"Banana Ecuador,  1 kg.",Ta - Ta,109.0
Ene25,Frutas y verduras,"Banana Ecuador,  1 kg.",Tienda Inglesa,125.0
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Devoto,54.0
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Devoto Express,56.0
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Disco,54.0
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Macro,49.9
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Micro Macro,49.9
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Ta - Ta,53.57
Ene25,Frutas y verduras,"Lechuga Crespa,  1 unidad",Tienda Inglesa,69.0
Ene25,Frutas y verduras,"Lechuga Mantecosa,  1 unidad",Macro,49.9
Ene25,Frutas y verduras,"Lechuga Mantecosa,  1 unidad",Micro Macro,49.9
Ene25,Frutas y verduras,"Lechuga Mantecosa,  1 unidad",Red Market,29.0
Ene25,Frutas y verduras,"Lechuga Mantecosa,  1 unidad",Ta - Ta,52.0
Ene25,Frutas y verduras,"Lechuga Mantecosa,  1 unidad",Tienda Inglesa,62.0
Ene25,Frutas y verduras,"Manzana Fuji,  1 kg.",Tienda Inglesa,169.0
Ene25,Frutas y verduras,"Manzana Granny Smith,  1 kg.",Macro,149.9
Ene25,Frutas y verduras,"Manzana Granny Smith,  1 kg.",Micro Macro,149.9
Ene25,Frutas y verduras,"Manzana Granny Smith,  1 kg.",Red Market,117.5
Ene25,Frutas y verduras,"Manzana Granny Smith,  1 kg.",Ta - Ta,139.0
Ene25,Frutas y verduras,"Manzana Granny Smith,  1 kg.",Tienda Inglesa,169.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Devoto,144.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Devoto Express,148.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Disco,144.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Macro,129.9
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Micro Macro,179.9
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Red Market,131.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Ta - Ta,135.0
Ene25,Frutas y verduras,"Manzana Red Deliciosa,  1 kg.",Tienda Inglesa,159.0
Ene25,Frutas y verduras,"Naranja Navel,  1 kg.",Macro,62.9
Ene25,Frutas y verduras,"Naranja Navel,  1 kg.",Micro Macro,62.9
Ene25,Frutas y verduras,"Naranja Navel,  1 kg.",Red Market,68.5
Ene25,Frutas y verduras,"Naranja Navel,  1 kg.",Ta - Ta,59.0
Ene25,Frutas y verduras,"Naranja Valencia,  1 kg.",Devoto,54.0
Ene25,Frutas y verduras,"Naranja Valencia,  1 kg.",Devoto Express,56.0
Ene25,Frutas y verduras,"Naranja Valencia,  1 kg.",Disco,54.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Devoto,104.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Devoto Express,100.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Disco,104.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Macro,98.9
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Micro Macro,98.9
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Red Market,85.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Ta - Ta,115.0
Ene25,Frutas y verduras,"Papa Blanca, 1 kg.",Tienda Inglesa,109.0
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Devoto,99.0
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Devoto Express,102.0
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Disco,99.0
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Macro,98.9
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Micro Macro,98.9
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Red Market,82.0
Ene25,Frutas y verduras,"Papa Rosada, 1 kg.",Tienda Inglesa,99.0
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Devoto,83.0
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Devoto Express,87.0
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Disco,83.0
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Macro,64.9
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Micro Macro,64.9
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Ta - Ta,69.0
Ene25,Frutas y verduras,"Tomate Americano,  1 kg.",Tienda Inglesa,89.0
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Devoto,83.0
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Devoto Express,80.0
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Disco,83.0
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Macro,69.9
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Micro Macro,79.9
Ene25,Frutas y verduras,"Tomate Perita,  1 kg.",Tienda Inglesa,89.0
Ene25,Frutas y verduras,"Zapallo Calabacín,  1 kg.",Macro,59.9
Ene25,Frutas y verduras,"Zapallo Calabacín,  1 kg.",Micro Macro,59.9
Ene25,Frutas y verduras,"Zapallo Calabacín,  1 kg.",Red Market,53.0
Ene25,Frutas y verduras,"Zapallo Calabacín,  1 kg.",Ta - Ta,99.0
Ene25,Frutas y verduras,"Zapallo Criollo,  1 kg.",Red Market,72.0
Ene25,Frutas y verduras,"Zapallo Criollo,  1 kg.",Tienda Inglesa,73.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Devoto,134.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Devoto Express,139.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Disco,134.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,El Dorado,118.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Kinko,160.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Macro,140.73
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Red Expres,135.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Ta - Ta,179.0
Ene25,Limpieza del hogar,Detergente para vajilla Deterjane limón Envase 1.250 lt.,Tienda Inglesa,152.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Devoto,129.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Devoto Express,129.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Disco,129.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,El Clon,149.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,El Dorado,129.9
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,FarmaGlobal,174.94
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Farmashop,136.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Macro,140.83
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Micro Macro,149.28
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Red Expres,125.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Red Market,155.5
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Ta - Ta,149.0
Ene25,Limpieza del hogar,Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.,Tienda Inglesa,130.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Devoto,69.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Devoto Express,72.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Disco,72.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,El Dorado,64.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Frog,64.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Kinko,90.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Red Expres,70.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Red Market,75.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Ta - Ta,85.0
Ene25,Limpieza del hogar,Detergente para vajilla Protergente limón Envase 1 lt.,Tienda Inglesa,79.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Devoto,90.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Devoto Express,94.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Disco,90.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,El Clon,85.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,El Dorado,73.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,FarmaGlobal,112.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Farmashop,84.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Kinko,99.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Macro,74.74
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Micro Macro,79.23
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Red Expres,74.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Red Market,84.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Ta - Ta,90.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Agua Jane Botella 1 lt.,Tienda Inglesa,74.7
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Devoto,83.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Devoto Express,86.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Disco,83.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,El Dorado,66.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,FarmaGlobal,100.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Farmashop,73.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Frog,65.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Kinko,85.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Macro,71.63
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Micro Macro,78.79
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Red Expres,68.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Red Market,72.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Ta - Ta,85.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Sello Rojo Botella 1 lt.,Tienda Inglesa,79.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,El Dorado,77.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,FarmaGlobal,76.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Farmashop,79.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Frog,74.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Red Expres,63.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Red Market,47.5
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Ta - Ta,79.0
Ene25,Limpieza del hogar,Hipoclorito de sodio Solución Cristal Botella 1 lt.,Tienda Inglesa,79.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Drive Paquete 800 grs.,FarmaGlobal,178.53
Ene25,Limpieza del hogar,Jabón en polvo máquina Drive Paquete 800 grs.,Red Expres,169.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Drive Paquete 800 grs.,Red Market,149.5
Ene25,Limpieza del hogar,Jabón en polvo máquina Drive Paquete 800 grs.,Tienda Inglesa,134.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Devoto,198.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Devoto Express,204.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Disco,198.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,El Clon,175.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,El Dorado,204.9
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,FarmaGlobal,229.57
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Farmashop,179.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Macro,184.82
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Micro Macro,195.91
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Red Expres,182.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Red Market,199.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,San Roque,210.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Ta - Ta,198.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Tienda Inglesa,199.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto,151.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto Express,156.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Disco,151.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,El Dorado,154.9
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,FarmaGlobal,175.51
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Farmashop,142.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Red Expres,149.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Red Market,149.9
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,San Roque,152.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Ta - Ta,155.0
Ene25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Tienda Inglesa,155.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,El Clon,79.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,El Dorado,46.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,FarmaGlobal,52.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Farmashop,85.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Red Expres,82.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Red Market,45.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Ta - Ta,85.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Tienda Inglesa,93.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Devoto,56.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Devoto Express,58.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Disco,56.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,El Dorado,57.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,FarmaGlobal,68.05
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Frog,56.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Expres,54.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Market,59.9
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Ta - Ta,65.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Tienda Inglesa,59.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Devoto,35.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Devoto Express,35.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Disco,35.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,El Dorado,47.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Farmashop,35.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Expres,39.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Market,39.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Ta - Ta,49.0
Ene25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Tienda Inglesa,35.0
Ene25,Desconocido,Establecimientos Relevados,Devoto,23.0
Ene25,Desconocido,Establecimientos Relevados,Devoto Express,36.0
Ene25,Desconocido,Establecimientos Relevados,Disco,29.0
Ene25,Desconocido,Establecimientos Relevados,El Clon,16.0
Ene25,Desconocido,Establecimientos Relevados,El Dorado,68.0
Ene25,Desconocido,Establecimientos Relevados,FarmaGlobal,10.0
Ene25,Desconocido,Establecimientos Relevados,Farmashop,157.0
Ene25,Desconocido,Establecimientos Relevados,Frog,22.0
Ene25,Desconocido,Establecimientos Relevados,Kinko,28.0
Ene25,Desconocido,Establecimientos Relevados,Macro,8.0
Ene25,Desconocido,Establecimientos Relevados,Micro Macro,7.0
Ene25,Desconocido,Establecimientos Relevados,Pigalle,18.0
Ene25,Desconocido,Establecimientos Relevados,Red Expres,59.0
Ene25,Desconocido,Establecimientos Relevados,Red Market,6.0
Ene25,Desconocido,Establecimientos Relevados,San Roque,32.0
Ene25,Desconocido,Establecimientos Relevados,Ta - Ta,86.0
Ene25,Desconocido,Establecimientos Relevados,Tienda Inglesa,19.0
